,name,old_product_price,new_product_price_after,new_product_price_before,Kích thước màn hình,Công nghệ màn hình,Tính năng màn hình,Tần số quét,Kiểu màn hình,Camera sau,Quay video,Tính năng camera,Camera trước,Quay video trước,Chipset,Loại CPU,GPU,Dung lượng RAM,Bộ nhớ trong,Khe cắm thẻ nhớ,Pin,Công nghệ sạc,Cổng sạc,Thẻ SIM,Hệ điều hành,Hồng ngoại,Jack tai nghe 3.5,Công nghệ NFC,Hỗ trợ mạng,Wi-Fi,Bluetooth,GPS,Kích thước,Trọng lượng,Chất liệu mặt lưng,Chất liệu khung viền,"Chỉ số kháng nước, bụi",Tiện ích khác,Công nghệ âm thanh,Cảm biến vân tay,Các loại cảm biến,Tính năng đặc biệt,Thời điểm ra mắt,Độ phân giải màn hình,Công nghệ - Tiện ích,Loại màn hình,Hệ thống làm mát,Cảm biến,Tương thích
757,iPhone 15 Pro Max 512GB | Chính hãng VN/A,"37.690.000đ
Khi thu cũ lên đời",39.690.000đ,40.990.000đ,6.7 inches,Super Retina XDR OLED,"Tốc độ làm mới 120Hz
460 ppi
HDR
True Tone
Dải màu rộng (P3)
Haptic Touch
Tỷ lệ tương phản 2.000.000:1",120Hz,Dynamic Island,"Camera chính: 48MP, 24 mm, ƒ/1.78,
Camera góc siêu rộng: 12 MP, 13 mm, ƒ/2.2
Camera Tele 5x: 12 MP, 120 mm, ƒ/2.8
Camera Tele 2x: 12 MP, 48 mm, ƒ/1.78","4K@24/25/30/60 fps
HD 1080p@25/30/60 fps
HD 720p@30 fps","Flash True Tone Thích Ứng
Photonic Engine
Deep Fusion
HDR thông minh thế hệ 5
Ảnh chân dung thế hệ mới với Focus và Depth Control
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Chế độ Ban Đêm","12MP, ƒ/1.9","4K@24/25/30/60 fps
HD 1080p@25/30/60 fps",A17 Pro,CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi hiệu suất,GPU 6 nhân mới,8 GB,512 GB,Không,4422 mAh,"Sạc nhanh
Sạc không dây 15W
Sạc không dây Qi 7.5W",USB Type-C,2 SIM (nano‑SIM và eSIM),iOS 17,Có,Không,Có,5G,Wi‑Fi 6E (802.11ax),5.3,"GPS tần số kép chính xác (GPS, GLONASS, Galileo, QZSS, BeiDou và NavIC)","159,9 x 76,7 x 8,25 mm",221 g,Kính,Titanium,Đạt mức IP68 (chống nước ở độ sâu tối đa 6 mét trong vòng tối đa 30 phút),"SOS Khẩn Cấp
Phát Hiện Va Chạm","AAC, MP3, Apple Lossless, FLAC, Dolby Digital, Dolby Digital Plus và Dolby Atmos",Không,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế, Cảm biến trọng lực","Hỗ trợ 5G, Sạc không dây, Nhận diện khuôn mặt, Kháng nước, kháng bụi",9/2023,2796 x 1290-pixel,Camera TrueDepth hỗ trợ nhận diện khuôn mặt,,,,
758,iPhone 15 Pro Max 256GB | Chính hãng VN/A,"31.590.000đ
Khi thu cũ lên đời",33.590.000đ,34.990.000đ,6.7 inches,Super Retina XDR OLED,"Tốc độ làm mới 120Hz
460 ppi
HDR
True Tone
Dải màu rộng (P3)
Haptic Touch
Tỷ lệ tương phản 2.000.000:1",120Hz,Dynamic Island,"Camera chính: 48MP, 24 mm, ƒ/1.78,
Camera góc siêu rộng: 12 MP, 13 mm, ƒ/2.2
Camera Tele 5x: 12 MP, 120 mm, ƒ/2.8
Camera Tele 2x: 12 MP, 48 mm, ƒ/1.78","4K@24/25/30/60 fps
HD 1080p@25/30/60 fps
HD 720p@30 fps","Flash True Tone Thích Ứng
Photonic Engine
Deep Fusion
HDR thông minh thế hệ 5
Ảnh chân dung thế hệ mới với Focus và Depth Control
Hiệu ứng Chiếu Sáng Chân Dung với sáu chế độ
Chế độ Ban Đêm","12MP, ƒ/1.9","4K@24/25/30/60 fps
HD 1080p@25/30/60 fps",A17 Pro,CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi hiệu suất,GPU 6 nhân mới,8 GB,256 GB,Không,4422 mAh,"Sạc nhanh
Sạc không dây 15W
Sạc không dây Qi 7.5W",USB Type-C,2 SIM (nano‑SIM và eSIM),iOS 17,Có,Không,Có,5G,Wi‑Fi 6E (802.11ax),5.3,"GPS tần số kép chính xác (GPS, GLONASS, Galileo, QZSS, BeiDou và NavIC)","159,9 x 76,7 x 8,25 mm",221 g,Kính,Titanium,Đạt mức IP68 (chống nước ở độ sâu tối đa 6 mét trong vòng tối đa 30 phút),"SOS Khẩn Cấp
Phát Hiện Va Chạm","AAC, MP3, Apple Lossless, FLAC, Dolby Digital, Dolby Digital Plus và Dolby Atmos",Không,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế, Cảm biến trọng lực","Hỗ trợ 5G, Sạc không dây, Nhận diện khuôn mặt, Kháng nước, kháng bụi",9/2023,2796 x 1290-pixel,Camera TrueDepth hỗ trợ nhận diện khuôn mặt,,,,
759,Realme 11 Pro Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,Motorola Moto G13,,,,6.5 inches,IPS LCD,"Tần số quét 90Hz, 400 nits",,,"Camera góc rộng: 50MP, f/1.8, 0.64µm, PDAF
Camera đo độ sâu: 2 MP, f/2.4
Camera macro: 2MP, f/2.4",1080p@30fps,"Đèn flash LED, HDR, toàn cảnh","Camera góc rộng: 8MP, f/2.0, 1/4"", 1.12µm",1080p@30fps,Mediatek MT6769Z Helio G85 (12nm),2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55,Mali-G52 MC2,4 GB,64 GB,microSDXC,5000 mAh,Sạc nhanh 20W,USB Type-C,2 SIM (nano‑SIM và eSIM),Android 13,,Có,Có,4G,802.11 a/b/g/n/ac,v5.1,"GPS, GLONASS, GALILEO",162.7 x 74.7 x 8.2 mm,183.5 g,Nhựa,Nhựa,,,,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, Con quay hồi chuyển, Cảm biến áp kế",,,720 x 1600 pixel,,,,,
761,Samsung Galaxy A35,,,,6.5 inches,TFT LCD,"Tốc độ làm mới 120Hz
Mật độ điểm ảnh: 270
Độ sáng màn hình: 1300 nits
Kính cường lực Corning Gorilla Glass 5",,,"Camera chính rộng: 48MP, f/1.8, PDAF Camera Macro: 5MP, f/2.4,
Camera cảm biến độ sâu: 5MP, f/2.4
Camera siêu rộng: 8MP, f/2.2,","4K@30fps , 1080p@30/120fps","Đèn flash LED, ảnh toàn cảnh, HDR","13MP, f/2.2",1080p@30fps,MediaTek MT6853 Mật độ 720 5G,2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,Mali-G57 MC3,4 GB,64 GB,Có,5000 mAh,sạc nhanh 18W,USB Type-C,2 SIM (Nano-SIM),Android 12,Có,Có,Có,5G,"802.11 a / b / g / n / ac, băng tần kép, Wi-Fi Direct, điểm phát sóng","5.1, A2DP, LE","Có, với A-GPS, GLONASS, GALILEO, BDS","164,2 x 76,1 x 9,1 mm",205 g,Nhựa,Nhựa,,,,Cảm biến vân tay cạnh bên,,,,720 x 1600 pixel,,,,,
762,Realme GT 2 Fold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,OPPO F21s Pro,,,,,,,,,64MP,,,,,,,,,,,,,,,,,,,4G,,,,,,,,,,,,,,,,,,,,
764,Vivo S1,,,,6.38 inches,Super AMOLED,Tốc độ làm mới 90 Hz,,,"Camera góc rộng: 16 MP, f/1.8, 1/2.8"", 1.12µm, PDAF
Camera góc siêu rộng:8 MP, f/2.2, 13mm, 1/4.0"", 1.12µm
Camera đo độ sâu: 2 MP, f/2.4",1080p@30fps,"LED flash, HDR, panorama","Camera góc rộng: 32 MP, f/2.0, 26mm, 1/2.8"", 0.8µm",1080p@30fps,Mediatek MT6768 Helio P65 (12nm),2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55,Mali-G52 MC2,6 GB,64 GB,microSDXC,4500 mAh,Sạc nhanh 18W,Micro-USB,2 SIM (Nano-SIM),Android 9.0,,Có,Không,4G,802.11 a/b/g/n/ac,"v5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",159.5 x 75.2 x 8.1 mm,179 g,Nhựa,Nhựa,,,,Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Cảm biến áp kế",,Tháng 7/2019,1080 x 2340 pixels (FullHD+),,,,,
765,OPPO A38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,Samsung Galaxy Note 10 Pro,,,,,Super AMOLED,,,,,"Quay phim siêu chậm 960 fps, Quay phim FullHD 1080p@240fps, Quay phim 4K 2160p@60fps",,,,Exynos 9820 8 nhân 64-bit,"2 nhân 2.7 GHz, 2 nhân 2.3 GHz và 4 nhân 1.9 GHz",Mali-G72 MP18,,,"MicroSD, hỗ trợ tối đa 512 GB",Pin chuẩn Li-Ion,,,2 SIM (Nano-SIM),Android 9.0 (Pie),,,,,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot","LE, apt-X, A2DP, v5.0","BDS, A-GPS, GLONASS",Đang cập nhật,Đang cập nhật,,,,,,,,,,,,,,"Mở khóa bằng khuôn mặt, Mở khoá vân tay dưới màn hình",
767,Huawei P60 Pro,,,,6.66 inches,OLED,"Tốc độ làm mới 120Hz, 1.07 tỷ màu",,,"Camera góc rộng: 48MP, f/1.4, PDAF, Laser AF, OIS
Camera kính viễn vọng: 48MP, f/2.1, PDAF, OIS
Camera góc siêu rộng: 13MP, f/2.2","4K@30/60fps, 1080p@30/60fps, 1080p@960fps; gyro-EIS","Ống kính Leica, đèn flash LED kép, toàn cảnh, HDR","Camera góc rộng: 13MP, f/2.4, AF","4K@30fps, 1080p@30/60/240fps",Snapdragon 8+ Gen 1 4G,1 × Cortex-X2@3.2 GHz + 3 × Cortex-A710@2.75 GHz + 4 × Cortex-A510@2.0 GHz,Adreno 740,8 GB,256 GB,Có,4815 mAh,"Sạc nhanh 88 W
Sạc siêu tốc không dây 50 W",USB Type-C,2 SIM (Nano-SIM),HarmonyOS 3.0,Có,Không,Có,4G,802.11a/b/g/n/ac/ax,v5.2,"GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC",161 x 74.5 8.3mm,200 g,Kính,Nhôm,IP68,,,Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế, Cảm biến trọng lực",,,,,,,,
768,Lenovo Xiaoxin Pad Pro 2022,,,,11.2 inches,OLED,"120 Hz, 600 nits, HDR10+, Dolby Vision, độ phân giải 2.5K",,,13 MP,,,,,MediaTek Kompanio 1300T (6 nm),4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55,Mali-G77 MC9,8 GB,128 GB,,8.200 mAh,Sạc nhanh 68 W,,,"Android 12, ZUI 14",,,,,,,,,480g,Kim loại,Kim loại,,,,,,,,1536 x 2560 pixels,,,,,
769,Vivo X80 Pro Plus,,,,6.78 inches,AMOLED,"LTPO2 AMOLED
1B colors
120Hz
HDR10+",120Hz,Đục lỗ (Nốt ruồi),"Camera góc rộng: 50MP, f/1.3, PDAF, Laser AF, OIS
Camera macro: 8MP, f/3.4
Camera tele: 12MP, f/1.6
Camera siêu rộng: 48MP, f/2.2, 14mm, 114˚","8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+","Quang học Zeiss
Lớp phủ thấu kính Zeiss T *
Đèn flash LED kép
Ảnh toàn cảnh
HDR
Pixel Shift",44 MP,"4K@30fps, 1080p@30fps",Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),Octa-core (1x3.00 GHz Cortex-X2 & 3x2.40 GHz Cortex-A710 & 4x1.70 GHz Cortex-A510),Adreno 730,8 GB,256 GB,Không,Li-Po 4700 mAh (Không thể tháo rời),"Sạc nhanh 80W
Sạc không dây nhanh 50W",USB Type-C,2 SIM (Nano-SIM),Android 12,Có,Không,Có,5G,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.2, A2DP, LE, aptX HD, aptX Adaptive","A-GPS
GLONASS
BDS
GALILEO
QZSS",,,,,IP68 (Lên đến 1.5m trong 30 phút),,,Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển, Cảm biến áp kế","Hỗ trợ 5G, Sạc không dây, Bảo mật vân tay, Kháng nước, kháng bụi",,1440 x 3200 pixels (QHD+),,,,,
770,Xiaomi Poco M4 Pro,,,,6.5 inches,AMOLED,,,,"Camera rộng: 64 MP, f/1.8, PDAF
Camera góc siêu rộng: 8 MP, f/2.2, 118˚
Camera macrro: 2 MP, f/2.4","1080p@30fps, 720p@30fps",,"16MP, /2.4",1080p@30fps,MediaTek Helio G96,"Octa-core CPU, up to 2.05GHz",Mali-G57 MC2,6 GB,128 GB,,5000mAh,Sạc nhanh 33W,USB Type-C,2 SIM (Nano-SIM),"MIUI 13, Android 11",,Không,Có,4G,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",5.0,"A-GPS, GLONASS, BDS, GALILEO",159.9 x 73.9 x 8.1 mm,179.5g,,,,,,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển",,,1080 x 2400 pixels (FullHD+),,,,,
771,Realme V25,,,,,,,,,64MP + 2MP + 2 MP,,,16MP,,Snapdragon 695,,,,,,"5,000mAh",Sạc nhanh 33W,,,"Android 12, Realme UI 3.0.",,,,,,,,164.3 x 75.6 x 8.5mm,195 g,,,,,,,,,,,,,,,
772,Xiaomi Redmi Note 12T Pro,,,,6.6 inches,IPS LCD,"Tốc độ làm mới 144 Hz, 1 tỷ màu, HDR10, Dolby Vision, 650 nits",,,"Camera góc rộng: 64 MP, f/1.8, 23mm, 1/2"", 0.7µm, PDAF
Camera góc siêu rộng: 8 MP, 120˚
Camera macro: 2 MP","4K@30fps, 1080p@30/60/120/240fps","LED flash, HDR, panorama",16 MP,1080p@30/60/120fps,Mediatek Dimensity 8200 Ultra (4 nm),1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55,Mali-G610 MC6,8 GB,128 GB,Không,5080 mAh,Sạc nhanh 67 W,USB Type-C,2 SIM (Nano-SIM),Android 13,,Có,Có,5G,802.11 a/b/g/n/ac/6,"v5.3, A2DP, LE","GPS (L1), GLONASS (G1), BDS (B1I+B1c), GALILEO (E1), QZSS (L1)",,,,,IP53,,Loa âm thanh nổi,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế",,05/2023,1080x2460 pixels,,Màn hình,,,
773,Realme C4,,,,,,,,,,,,,,,,,,,,,,,2 SIM (Nano-SIM),,,,,,,,,Đang cập nhật,Đang cập nhật,,,,,,,,,,,,,,,
774,Redmi K60,,,,6.66 inches,OLED,"68 tỷ màu
Tần số quét 120Hz, Dolby Vision, HDR10+, 1400 nits",,,"Camera góc rộng: 64MP, f/1.8, 1/2"", 0,7µm, PDAF, OIS
Camera góc siêu rộng: 8MP, 120˚, 1/4"", 1,12µm
Camera macro: 2MP, f/2.4","8K@24fps, 4K@30/60fps, 1080p@30/60/120/240/960fps, 720p@1920fps","Đèn flash hai tông màu LED kép, HDR, toàn cảnh","Camera góc rộng: 16MP, 1/3.06"", 1.0µm",1080p@30/60/120fps,MediaTek và Snapdragon 4 nm,1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510,Adreno 730,8 GB,128 GB,Không,5500 mAh,"Sạc có dây 67W
Sạc không dây 30W",USB Type-C,2 SIM (Nano-SIM),Android 13,Có,Không,Có,5G,802.11 a/b/g/n/ac/6e,v5.3,"GPS (L1), GLONASS (G1), BDS (B1I+B1c), GALILEO (E1), QZSS (L1)","162,8 x 75,4 x 8,6 mm",199 g,,,,,,Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế",,,1440 x 3200 pixels (QHD+),,,,,
775,Oneplus Nord N300,,,,6.56 inches,IPS LCD,,,,"Camera góc rộng: 48 MP, f/1.8, PDAF
Camera góc sâu: 2 MP, f/2.4",1080p@30fps,"Đèn flash LED, HDR, toàn cảnh","Camera góc rộng: 16 MP, f/2.0",1080p@30fps,MediaTek MT6833P Mật độ 810 (6 nm),"2x2,4 GHz Cortex-A76 & 6x2,0 GHz Cortex-A55",Mali-G57 MC2,4 GB,64 GB,microSDXC,5000 mAh,Sạc nhanh 33W,USB Type-C,Nano-SIM,Android 12,,Có,Có,5G,"802.11 a / b / g / n / ac, băng tần kép, điểm phát sóng","5.3, A2DP, LE","GPS, GLONASS, GALILEO","163,8 x 75,1 x 8 mm",190 g,Nhựa,Nhựa,,,,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển, Cảm biến áp kế",,,720 x 1612 (HD+),,,,,
776,Oppo F19,,,,,,,,,,,,,,,,,,,,,,,,,Không,,,,,,,,,,,,,,,,,,,,,,,
777,OPPO A2m,,,,6.56 inches,IPS LCD,"Tần số quét 90Hz, độ sáng 720 nits và có mật độ điểm ảnh 269 ppi",,,"Camera chính: 13MP, f/2.2",,,"5MP, f/2.2",,MediaTek Dimensity 6020 8 nhân,,Mali-G57 MP2,12 GB,256 GB,,"5,000 mAh",Sạc 10W,USB Type-C,,Android 13,,Có,,5G,802.11 b/g/n/ac,v5.3,,,,,,,,,Cảm biến vân tay cạnh bên,,,,,,,,,
778,Masstel Tab 10.4,,,,10.4 inches,IPS LCD,QVGA,,,13 MP,1080p@30fps,"Làm đẹp, Tự động lấy nét (AF), HDR, Toàn cảnh (Panorama)",5 MP,,Unisoc T610 8 nhân,1.8 GHz,Mali-G52 MC2,4 GB,64 GB,"Micro SD, hỗ trợ tối đa 128 GB",6000 mAh,Sạc 10 W,USB Type-C,2 SIM (Nano-SIM),Android 11,,Có,Không,4G,802.11 a/b/g/n/acDual-band,v5.0,"GPS, GLONASS",246.8 x 156.6 x 8.2 mm,440 g,Kim loại,Kim loại,,,,,,,10/2021,1200 x 2000 pixels,,,,,
779,Vivo iQOO 9T,,,,6.78 inches,AMOLED,"Kính cường lực Corning Gorilla Glass 5
Hỗ trợ Monster Touch",,,"Camera góc rộng: 50 MP, f/1.8, 1 / 1.57 "", 1.0µm, PDAF, OIS
Tele: 12 MP, f/2.0, 47 mm PDAF, zoom quang 2x
Camera cực kỳ rộng: 13 MP, f / 2.2, 16 mm, 120˚","4K@30/60fps, 1080p@30/60fps
Con quay hồi chuyển EIS","Đèn flash hai tông màu LED kép, HDR, toàn cảnh","Camera góc rộng: 16 MP, f / 2.5,",1080p@30fps,Qualcomm SM8475 Snapdragon 8+ thế hệ 1 (4 nm),"1x3,19 GHz Cortex-X2 & 3x2,75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510",Adreno 730,8 GB,128 GB,Không,Li-Po 4700 mAh,"Sạc nhanh 120W, 100% trong 19 phút (được quảng cáo)",USB Type-C,2 SIM (Nano-SIM),Android 12,Không,Có,Có,5G,"Wi-Fi 802.11 a / b / g / n / ac / 6, băng tần kép, Wi-Fi Direct, điểm phát sóng","5.2, A2DP, LE, aptX HD, aptX thích ứng","Có, với A-GPS, GLONASS, GALILEO, BDS, QZSS",,,Kính,,,,,Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển, Cảm biến áp kế",,,1080 x 2400 pixels (FullHD+),,,,,
780,Xiaomi Redmi 11 Prime 5G,,,,6.58 inches,IPS LCD,"Kính cường lực Corning Gorilla Glass 3, 90Hz",,,"Camera chính: 50MP, f/1.8
Camera góc sâu: 2MP, f/2.4",1080p@30fps,,"8 MP, f/2.2",1080p@30fps,MediaTek Dimensity 700,,ARM Mali-G57 MC2,4 GB,64 GB,"có, hỗ trợ đến 512GB",Li-Po 5000 mAh,Sạc nhanh 18W,USB Type-C,2 SIM (Nano-SIM),Android 12,,Có,,5G,Wi-Fi: 802.11a / b / g / n / ac,v5.1,"GPS/AGPS: L1, Galileo: E1, GLONASS: G1, Beidou","163,99 x 76,09 x 8,9mm",200g,,,,,,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Cảm biến áp kế",,,1080 x 2408 pixels,,,,,
781,Xiaomi Black Shark 6 Pro,,,,,,,,,64 MP,,,,,Snapdragon 8 Gen 2,,,,,,5.000 mAh,Sạc nhanh 120 W,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,ASUS ROG Phone 6 12GB 256GB,"13.890.000đ
Khi thu cũ lên đời",14.890.000đ,18.990.000đ,6.78 inches,AMOLED,"Corning ® Gorilla ® Glass Victus, 165Hz, Độ sáng tối đa: 1200 nits, Mật độ điểm ảnh: 395 ppi",,,"Camera chính: 50 MP, f/1.9
Camera góc siêu rộng: 13 MP
Camera macro: 5 MP","8K@24fps , 4K@30/60fps","Flash LED, HDR, Trôi nhanh thời gian (Time Lapse), Quay chậm (Slow Motion)",12 MP,"1080p@30/60fps, 720p@30/60 fps",Qualcomm ® Snapdragon ® 8+ thế hệ 1,,Adreno ™ 730,12 GB,256 GB,,6000 mAh,"Sạc nhanh 5.0
Sạc PD
Sạc 65W",USB Type-C,2 SIM (Nano-SIM),Android 12,,Có,Có,5G,"WiFi 6E * (802.11a / b / g / n / ac / ax, 2x2 MIMO)",v5.2,"Có, Glonass, Galileo, BeiDou, QZSS và NavIC","173 x 77x 10,4 mm",239g,Kính,,IPX4,,,Cảm biến vân tay trong màn hình,"Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế",,08/2022,1080 x 2448 pixels (FullHD+),,,,,
783,iQOO 11 Pro,,,,,AMOLED,Tần số quét 144Hz,,,Camera góc rộng: 50MP,,,,,Snapdragon 8 Gen 2,,,,,,,Sạc nhanh 200W,,,,,,,5G,,,,,,,,,,,,,,,,,,,,
784,Bphone B60,,,,,Đang cập nhật,,,,Đang cập nhật,Quay phim FullHD 1080p@30fps,,Đang cập nhật,,Snapdragon 660 8 nhân,4 nhân 2.2 GHz & 4 nhân 1.8 GHz,Adreno 512,4 GB,64 GB,"MicroSD, hỗ trợ tối đa 256 GB",Đang cập nhật,,,2 SIM (Nano-SIM),Đang cập nhật,,,,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, Wi-Fi hotspot","A-GPS, GLONASS","A2DP, v4.2",Đang cập nhật,Đang cập nhật,,,,,,,,,,,,,,Đang cập nhật,
785,Huawei P50 Pocket S,,,,,,Tần số quét 120 Hz,120Hz,Màn hình gập,,,Đèn flash LED,,,Snapdragon 778G,,,,256 GB,,,,,,Harmony OS,,,,,,,,,,,,,,,,,,,,,,,,
786,Samsung Galaxy J7 Duo Chính hãng,,,,5.5 inches,"Cảm ứng điện dung Super AMOLED, 16 triệu màu",,,,"13 MP (f/1.9) + 5 MP (f/1.9), tự động lấy nét, LED flash",1080p@30fps,,"8 MP (f/1.9), LED flash",,Samsung Exynos 7 Octa 7870,8x 1.6 GHz Cortex-A53,Mali-T830 MP2,,32 GB,"microSD, lên đến 256 GB",Li-ion 3000 mAh,,,,8.0 (Oreo),,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","A-GPS, GLONASS, BDS",153.5 x 77.2 x 8.2 mm (6.04 x 3.04 x 0.32 in),174 g (6.14 oz),,,,,,,,,,720 x 1280 pixels,,,,"Vân tay, gia tốc, khoảng cách",
787,OnePlus 10 Pro,,,,6.7 inches,OLED,120Hz,,,108 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,OPPO Reno9 Pro,,,,6.75 inches,OLED,tần số quét 120 Hz,,,"Camera góc rộng: 50MP, f/1.9, PDAF, OIS
Camera góc siêu rộng: 64 MP, f/2.4
Camera tele: 64 MP, f/3.5, PDAF, OIS
Camera đơn săc: 64 MP, f/1.8.",,,13 MP,,Snapdragon 888+,,,12 GB,128 GB,,4.600 mAh,Sạc nhanh 66W,,,,,,,,,,,,,,,,,,,,,,1080 x 2408 pixels,,,,,
789,Doogee V30T,,,,6.58 inches,IPS LCD,"Tần số quét 120Hz, 16,7 triệu màu, 401 PPI
Corning Gorilla Glass",,,"Camera góc rộng: 108 MP, f/1.8, 1/1.52"", 0.7µm, PDAF, OIS
Camera nhìn đêm: 20 MP, f/1.8, 2 đèn hồng ngoại nhìn đêm
Camera góc siêu rộng: 16 MP, f/2.2, 130˚, AF","4K@30fps, 1080p@30fps","Đèn flash LED, HDR, toàn cảnh","Camera góc rộng: 32 MP, f/1.8, 1/2.8"", 0.8µm",1080p@30fps,Mediatek Dimensity 1080,2 x Cortex A78 2.6GHz + 6 x Cortex A55 2.0GHz,Arm Mali-G68 MC4,12 GB,256 GB,microSDXC,10800 mAh,Sạc nhanh 66W,USB Type-C,2 SIM (Nano-SIM),Android 12.0,,Không,Có,5G,Wi-Fi6(ax/ac/a/b/g/n),"v5.2, A2DP, LE","GPS, GLONASS, GALILEO, BDS",178.4 x 83.1 x 17.9 mm,376 g,,,"Chống bụi P68
Chống nước IP69K",,Loa âm thanh nổi,Cảm biến vân tay cạnh bên,"Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển",,04/2023,1080 x 2408 pixels,,,,,
790,Honor Play 40C,,,,6.6 inches,,"Tần số quét 90Hz, gam màu 70% NTSC",,,13 MP,,Flash LED,5 MP,,Snapdragon 480 Plus,,,6 GB,128 GB,,"5,200 mAh",Sạc nhanh 10W,USB Type-C,,Android 13,,Có,Có,5G,,,,Dày 8.35mm,188 g,,,,,,,,,,720 x 1612 (HD+),,,,,
791,Samsung Galaxy XCover Pro 2,,,,,,,,,,,,,,Snapdragon 778G 5G 8 nhân,,Adreno 642L,6 GB,,,,,,,Android 12,,,,,,,,,,,,,,,,,,,,,,,,
