Bluetooth,Bộ nhớ trong,Camera sau,Camera trước,Chipset,Chất liệu,Cảm ứng,Dung lượng Pin,GPS,Ghi âm,Hệ điều hành,Hỗ trợ sạc tối đa,Hỗ trợ thẻ nhớ ngoài,Jack 3.5mm,Kích thước màn hình,Kích thước sản phẩm,Link,Loại SIM,Loại màn hình,Model,Màu sắc,Mạng 4G,Mạng 5G,Mở khóa nhanh,NFC,Name,Nhà sản xuất,Năm ra mắt ,Price,RAM,Radio,Thiết kế,Thời gian bảo hành,Tiện ích khác ĐTDĐ,Tần số quét màn hình,USB,WIFI,Xuất xứ,Đèn Flash,Địa điểm bảo hành,Độ phân giải màn hình,CPU,Chống nước,Khối lượng sản phẩm (gram),Loại pin,Phụ kiện trong hộp,Sạc kèm theo máy (W),Số khe SIM,Video,Độ sáng tối đa,Jack tai nghe,Khối lượng sản phẩm (kg),Loa ngoài,Mạng 3G,Màn hình tràn viền
Bluetooth 5.3,256GB,"Camera Chính 48MP, Camera Ultra Wide 12MP",12MP,Apple A16 Bionic,"Khung Nhôm, mặt trước Ceramic Shield, mặt sau Kính pha màu",,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, và BeiDou",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,Không,Không,"6.7 """,160.9 x 77.8 x 7.8 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-plus-256gb-yellow.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15PLUS256GB,Vàng,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 Plus 256GB Vàng,iPhone,2023,28.490.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6 (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2796 x 1290 pixels,,IP68,201 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,Có,,
Bluetooth 5.3,512GB,"Camera Chính 48MP, Camera Ultra Wide 12MP",12MP,Apple A16 Bionic,"Khung Nhôm, mặt trước Ceramic Shield, mặt sau Kính pha màu",,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, và BeiDou",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,Không,Không,"6.1 """,147.6 x 71.6 x 7.8 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-512gb-pink-vi.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15512GB,Hồng,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 512GB Hồng,iPhone,2023,30.490.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6 (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2556 x 1179 pixels,,IP68,171 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,Có,,
Bluetooth 5.3,256GB,"Camera Chính 48MP, Camera Ultra Wide 12MP",12MP,Apple A16 Bionic,"Khung Nhôm, mặt trước Ceramic Shield, mặt sau Kính pha màu",,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, và BeiDou",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,Không,Không,"6.7 """,160.9 x 77.8 x 7.8 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-plus-256gb-pink-vi.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15PLUS256GB,Hồng,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 Plus 256GB Hồng,iPhone,2023,28.490.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6 (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2796 x 1290 pixels,,IP68,201 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,Có,,
Bluetooth 5.2,256 GB,Chính 64MP OIS (f/1.79); Chân dung Bokeh 2MP (f/2.4); Siêu cận 2MP (f/2.4),32MP (f/2.0),MediaTek Helio G99,Polymer cao cấp,Cảm ứng điện dung đa điểm,4500 mAh,"GPS, BEIDOU, GALILEO, GLONASS, QZSS",Hỗ trợ,Funtouch OS 13,66 W,,,"6.62 """,162.51 x 75.81 x 7.80 mm,https://www.nguyenkim.com/dien-thoai-vivo-v27e-8gb-256gb-tim.html,,AMOLED,VIVOV27E (V2237),Tím Lavender,Hỗ trợ 4G,,Vân tay dưới màn hình,Không,Điện thoại Vivo V27e 8GB/256GB Tím,Vivo,2023,8.990.000,8 GB,,Nguyên khối,12 Tháng,,120 Hz,Type-C,"2.4G, 5G",Trung Quốc,Ba đèn flash đơn,Nguyễn Kim,Full HD+ (2400 x 1080) pixels,,,,,"Sách hướng dẫn, Dây USB, Củ sạc USB, Que lấy Sim, Ốp lưng, Miếng dán màn hình",,1 nano SIM + 1 nano SIM / 1 micro SD,"MP4, 3GP, AVI, FLV, MKV, WEBM, TS, ASF",,,0.186 kg,,,
Bluetooth 5.2,256 GB,Chính 64MP OIS (f/1.79); Chân dung Bokeh 2MP (f/2.4); Siêu cận 2MP (f/2.4),32MP (f/2.0),MediaTek Helio G99,Polymer cao cấp,Cảm ứng điện dung đa điểm,4500 mAh,"GPS, BEIDOU, GALILEO, GLONASS, QZSS",Hỗ trợ,Funtouch OS 13,66 W,,,"6.62 """,162.51 x 75.81 x 7.80 mm,https://www.nguyenkim.com/dien-thoai-vivo-v27e-8gb-256gb-tim.html,,AMOLED,VIVOV27E (V2237),Tím Lavender,Hỗ trợ 4G,,Vân tay dưới màn hình,Không,Điện thoại Vivo V27e 8GB/256GB Tím,Vivo,2023,8.990.000,8 GB,,Nguyên khối,12 Tháng,,120 Hz,Type-C,"2.4G, 5G",Trung Quốc,Ba đèn flash đơn,Nguyễn Kim,Full HD+ (2400 x 1080) pixels,,,,,"Sách hướng dẫn, Dây USB, Củ sạc USB, Que lấy Sim, Ốp lưng, Miếng dán màn hình",,1 nano SIM + 1 nano SIM / 1 micro SD,"MP4, 3GP, AVI, FLV, MKV, WEBM, TS, ASF",,,0.186 kg,,,
Bluetooth 5.3,1TB,"Chính 48MP, Phụ 12MP & 12MP",12MP,Apple A17 Pro,"Khung Titan, mặt trước Ceramic Shield, mặt sau Kính nhám",Màn hình luôn bật,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, BeiDou và NavIC",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,,,"6.1 """,146.6 x 70.6 x 8.25 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-pro-1tb-natural-titanium.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15PRO1TB,Titan Tự Nhiên,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 Pro 1TB Titan Tự Nhiên,iPhone,2023,41.990.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6E (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2556 x 1179 pixels,Hexa-core (2x + 4x),IP68,187 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,,,
Bluetooth 5.3,256GB,"Camera Chính 48MP, Camera Ultra Wide 12MP",12MP,Apple A16 Bionic,"Khung Nhôm, mặt trước Ceramic Shield, mặt sau Kính pha màu",,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, và BeiDou",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,Không,Không,"6.1 """,147.6 x 71.6 x 7.8 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-256gb-yellow.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15256GB,Vàng,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 256GB Vàng,iPhone,2023,24.990.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6 (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2556 x 1179 pixels,,IP68,171 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,Có,,
v5.0,128 GB,"Chính 50 MP & Phụ 8 MP, 2 MP",13MP,Snapdragon 685 8 nhân,Đang cập nhật,,5000mAh,GPS; GLONASS; GALILEO,Có,Android 13,33 W,"MicroSD, hỗ trợ tối đa 1 TB",Có,"6.67 """,165.66 x 75.96 x 7.85 mm,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-note-12-8gb-128gb-xanh-la.html,2 Nano Sim,AMOLED,REDMINOTE12(8+128),Xanh Lá,Hỗ trợ 4G,,Cảm biến vân tay; Nhận diện khuôn mặt,,Điện thoại Xiaomi Redmi Note 12 8GB/128GB Xanh lá,Xiaomi,2023,5.790.000,8 GB,,Đang cập nhật,18 Tháng,,120 Hz,Type-C,Wi-Fi 802.11 a/b/g/n/ac; Dual-band (2.4 GHz/5 GHz),Trung Quốc,Đèn LED kép,Nguyễn Kim,Full HD+ (1080 x 2400) pixels,,IP53,,,,,,HD 720p@30fps; FullHD 1080p@30fps,,3.5mm,"0,1835 kg",,,
v5.3,256 GB,Chính 50 MP & Phụ 8 MP,32 MP,Mediatek Dimensity 9000+ (4 nm),Khung hợp kim & Mặt lưng kính cường lực Gorilla Glass 5,,4300 mAh,"GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5)",Ghi âm mặc định; Ghi âm cuộc gọi,"Android 13, ColorOS 13",44 W,,,"Chính 6.8"" & Phụ 3.26 """,166.2 x 75.2 x 7.5 mm,https://www.nguyenkim.com/dien-thoai-oppo-find-n2-flip-8gb-256gb-den.html,Nano-SIM,,FIND N2 FLIP (CPH2437),Đen,,Hỗ trợ 5G,Mở khoá khuôn mặt; Mở khoá vân tay cạnh viền,,Điện thoại OPPO Find N2 Flip 8GB/256GB Đen,OPPO,2023,19.990.000,8 GB,Không,Nguyên khối,12 Tháng,Cử chỉ thông minh; Ứng dụng kép (Nhân bản ứng dụng; Thu nhỏ màn hình sử dụng một tay; Chế độ trẻ em (Không gian trẻ em); Đa cửa sổ (chia đôi màn hình); Mở rộng bộ nhớ RAM,Màn hình chính 120 Hz & Màn hình phụ 60 Hz,Type-C,Wi-Fi Direct; Wi-Fi hotspot; Dual-band (2.4 GHz/5 GHz); Wi-Fi 802.11 a/b/g/n/ac/ax,Trung Quốc,Có,Nguyễn Kim,Chính: FHD+ (2520 x 1080 Pixels) & Phụ: (720 x 382) pixels,,,,,Sạc kèm theo máy 44 W,,2 SIM,HD 720p@30fps; FullHD 1080p@60fps; 4K 2160p@30fps; FullHD 1080p@30fps; HD 720p@60fps,,Type-C,0.191 kg,,,
Bluetooth 5.2,256 GB,Chính 64MP OIS (f/1.79); Chân dung Bokeh 2MP (f/2.4); Siêu cận 2MP (f/2.4),32MP (f/2.0),MediaTek Helio G99,Polymer cao cấp,Cảm ứng điện dung đa điểm,4500 mAh,"GPS, BEIDOU, GALILEO, GLONASS, QZSS",Hỗ trợ,Funtouch OS 13,66 W,,,"6.62 """,162.51 x 75.81 x 7.70 mm,https://www.nguyenkim.com/dien-thoai-vivo-v27e-8gb-256gb-den.html,,AMOLED,VIVOV27E (V2237),Đen Tinh Tú,Hỗ trợ 4G,,Vân tay dưới màn hình,Không,Điện thoại Vivo V27e 8GB/256GB Đen,Vivo,2023,8.990.000,8 GB,,Nguyên khối,12 Tháng,,120 Hz,Type-C,"2.4G, 5G",Trung Quốc,Ba đèn flash đơn,Nguyễn Kim,Full HD+ (2400 x 1080) pixels,,,,,"Sách hướng dẫn, Dây USB, Củ sạc USB, Que lấy Sim, Ốp lưng, Miếng dán màn hình",,Nano SIM + Nano SIM hoặc Nano SIM + MicroSD,"MP4, 3GP, AVI, FLV, MKV, WEBM, TS, ASF",,,0.186 kg,,,
Bluetooth 5.0,128MB,QVGA,,Unisoc T107,,,1450mAh,,Có,S30+,,MicroSD lên đến 32GB,Có,"1.77 """,121.5 x 50 x 14.4 mm,https://www.nguyenkim.com/dien-thoai-nokia-110-4g-pro-tim.html,2 Nano SIM,,NOKIA1104GPRO (TA-1559),Tím,Có,Không,,,Điện thoại Nokia 110 4G Pro Tím,Nokia,2023,720.000,48MB,Có,,12 Tháng,"Các trò chơi cài sẵn Snake | Tetris, Blackjack, DOODLE JUMP, Racing Attack (try-and-buy)",,Micro-USB,,Trung Quốc,,Nguyễn Kim,,,,94.5 gram,,,,2,,,,,,Có,
Bluetooth 5.3,512GB,"Camera Chính 48MP, Camera Ultra Wide 12MP",12MP,Apple A16 Bionic,"Khung Nhôm, mặt trước Ceramic Shield, mặt sau Kính pha màu",,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, và BeiDou",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,Không,Không,"6.1 """,147.6 x 71.6 x 7.8 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-512gb-blue.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15512GB,Xanh Dương,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 512GB Xanh Dương,iPhone,2023,28.990.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6 (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2556 x 1179 pixels,,IP68,171 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,Có,,
Bluetooth 5.3,512GB,"Camera Chính 48MP, Camera Ultra Wide 12MP",12MP,Apple A16 Bionic,"Khung Nhôm, mặt trước Ceramic Shield, mặt sau Kính pha màu",,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, và BeiDou",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,Không,Không,"6.7 """,160.9 x 77.8 x 7.8 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-plus-512gb-green.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15PLUS512GB,Xanh Lá,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 Plus 512GB Xanh Lá,iPhone,2023,32.990.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6 (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2796 x 1290 pixels,,IP68,201 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,Có,,
